[ERROR] [2017-05-08 10:23:26,875] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no adapt type
[ERROR] [2017-05-08 14:16:57,855] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,855] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,856] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,856] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,856] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,856] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,856] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,856] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,856] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,856] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,856] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,856] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,856] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,856] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,857] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,857] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,857] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,857] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,857] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,857] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,857] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,857] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,857] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,858] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,858] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,858] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,858] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,858] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,858] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,858] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,858] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,858] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,859] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,859] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,859] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,859] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,859] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,859] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,859] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,859] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,860] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,860] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,860] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,860] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,860] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,860] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,860] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,860] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,860] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,860] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,860] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,861] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,861] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,861] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,861] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,861] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,861] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,861] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,861] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,862] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,862] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,862] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,862] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,862] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,862] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,863] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,863] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,864] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,864] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,864] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,864] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,864] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,864] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,864] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,864] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,865] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,865] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,865] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,865] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,865] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,865] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,865] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,865] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,866] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,866] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,866] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,866] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,866] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,866] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,866] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,866] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,866] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,866] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,866] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,867] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,867] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,867] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,867] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,867] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,867] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,867] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,867] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,867] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,867] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,867] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,867] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,867] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,867] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,868] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,868] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,868] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,868] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,868] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,868] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,868] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,868] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,868] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,868] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,868] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,869] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,869] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,869] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,869] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,869] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,869] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,869] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,869] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,869] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,869] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,869] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,869] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,869] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,869] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,870] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,870] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,870] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,870] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,870] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,870] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,870] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,870] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,870] [nioEventLoopGroup-3-1] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:57,870] [nioEventLoopGroup-3-1] [tcp.netty.ServerHandler] /192.168.1.105:10872has disconnected
[ERROR] [2017-05-08 14:16:58,996] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:58,996] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:58,997] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:58,997] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:58,997] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:58,997] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:58,997] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:58,997] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:58,997] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:58,997] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:58,997] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:58,998] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:58,998] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:58,998] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:58,998] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:58,999] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:58,999] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:58,999] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,000] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,000] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,000] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,000] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,000] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,000] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,000] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,001] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,001] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,001] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,001] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,001] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,001] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,001] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,001] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,001] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,001] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,002] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,002] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,002] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,002] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,002] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,002] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,002] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,002] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,002] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,002] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,002] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,002] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,003] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,003] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,003] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,003] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,003] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,003] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,003] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,003] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,003] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,003] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,003] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,004] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,004] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,005] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,005] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,005] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,006] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,006] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,006] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,006] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,011] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,011] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,011] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,011] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,011] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,011] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,011] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,011] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,011] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,011] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,012] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,012] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,012] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,012] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,012] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,012] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,012] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,012] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,012] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,012] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,012] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
[ERROR] [2017-05-08 14:16:59,013] [nioEventLoopGroup-3-2] [tcp.task.ServerTask] there are no this HardWare
